customer_id,transaction_id,transaction_amount,region,transaction_mode,is_fraudulent
b9b8a39a-6f8c-4b28-8959-12151fbd74aa,45782601-2975-4ed3-a780-0e3e264d644c,317.52,Scandinavia,UPI,False
cfe7040f-6e0d-438f-84c0-569fcbe87f82,ec1479b5-2b1a-48bd-9744-664584f9a87a,44.33,Central Asia,Debit Card,False
9d7a1eac-d9b0-4c79-9af9-05d2db5b2be1,73395461-cd96-44e3-9792-195e258b962f,92.93,Sub-Saharan Africa,UPI,False
0c71b9b4-aedb-44d8-9569-6549048e325d,2338da75-3e92-4391-b467-3853bc5c3483,47.4,Sub-Saharan Africa,Credit Card,False
39404cd7-dbbd-4267-af1c-8032ac3e5d58,8ced4fc2-e11b-418c-8a86-6ea7007dab97,39.84,Oceania,Online Banking,False
97b3b2d1-714d-4f68-8d2e-9b792c4200f0,d233f823-bf6c-48ea-a849-6507ed1bffb8,72.85,Sub-Saharan Africa,Bank Transfer,False
2b2ae107-a284-47cc-8656-fe1143bf3839,cbc5f713-28a1-45ae-ac83-89731fa79c02,310.67,North Africa,Online Banking,False
493dff0d-addc-4397-8ecf-e44b2e1b2c82,d7fd0c2c-7bb2-4099-b468-252fe100d0c9,102.75,North America,Cryptocurrency,False
1a3360f6-c49d-4bde-929c-a8159db04cca,1cf2e28a-64ca-44e1-9796-93f85d30a2d3,157.67,Central America,Cryptocurrency,False
aac0fae1-ca58-4708-9e3b-be7f480c2cc4,b4713043-c165-4b52-9b0e-6fc77109161a,266.96,Antarctica,Online Banking,False
341951e2-995b-43cb-b003-07078baa4548,0689dc3e-cac9-4342-bbd5-3c7a74b43b21,18.02,Sub-Saharan Africa,Cash,False
255b3afb-d423-435a-a57a-7d7d6029cda9,704c9a54-e4c2-4c8b-83cb-116f6576efe4,436.7,Caribbean,Cash,False
1a751336-6c4e-4b44-a859-887bac819468,e00f3af1-745f-4355-874c-ad633717d6c2,471.55,Oceania,Online Banking,False
0e4f80cf-f622-4bdb-975c-9c5643cb64ec,2ff23f89-e786-4c56-a34a-97735460c3bb,489.52,Scandinavia,Online Banking,False
f810fb75-5bf5-46ca-a19a-4a511bc15626,2ba6bc90-e952-417b-9925-997bf1603f92,344.15,East Asia,Bank Transfer,False
89cfbecf-9d26-4fae-95db-4a27406dc8f5,5c13d2fb-7be7-4321-85a6-fff0dc148982,495.26,Oceania,UPI,False
8d14844b-ba97-4a0c-acef-2d47f70ccf50,0cd711e3-f54f-4050-bf2a-c62390101354,366.22,Balkans,Credit Card,False
cfa2387d-4544-4293-b28c-c61144eaaf20,f50e4e63-8009-46cb-8493-8e5cffcd8ac5,371.22,North America,Online Banking,False
dd1b8ca4-21a5-453f-b6e8-d08e121a4bdc,1666b6cb-28d4-4f4d-9335-4daa5951fa4a,430.05,Western Europe,Cash,False
6a6b0985-4685-4dff-8edd-eb0ee7bca9ee,b8bc1d44-8635-463e-b2f4-a05e4129d0bc,6584.74,South Asia,Cash,False
ae33f856-f716-4201-abc2-283f965d6c51,ae03d98f-c91e-4ec4-b296-fe1ddcb9bac2,309.92,South Asia,UPI,False
09f1fcfd-4a9f-4d3a-9da2-47ad14cac5c1,76dcd453-db84-4b58-8648-5aa9799a4a7a,475.13,Central Asia,Cash,False
2798455a-18c5-41a2-8880-0ae9c8b57940,9f2ff31d-be0b-4432-a626-e703650e0a54,420.57,North America,Cash,False
493dff0d-addc-4397-8ecf-e44b2e1b2c82,24ca6ea4-7b33-410f-a329-99fdb453439d,12.92,Middle East,Bank Transfer,False
1ec9b27c-1c0d-42c1-916b-40b178c37d3e,52ebd7c3-d4ca-4716-9f41-497187892a93,460.94,South Asia,UPI,False
bbc2eeb6-fc9d-45d1-9e45-c1bc61b15e7f,90a493c4-1a2f-4d4a-bfe1-9256d31dd47f,457.68,South America,Credit Card,False
a349f86b-0885-40ca-b718-39c8963d29b4,5b0b632c-34df-42b5-a5f5-464a4ab8400e,224.1,Sub-Saharan Africa,Debit Card,False
d7f29fcb-f5e8-4bef-9aa4-32c09e6ed773,3038799e-4eca-4853-9fcd-51c52e1fd30a,281.36,Baltic States,Mobile Wallet,False
103e38bb-1e3e-4eaf-b4e6-2ab0db8947f8,8be34eec-c931-4757-bc68-9167be263427,6206.51,Scandinavia,Mobile Wallet,False
7ec7d8c8-6408-4e44-8e9c-1c82eb61a587,613825b5-7c95-459c-aa96-568810daab3f,328.9,North Africa,Cash,False
3b1f1059-a27c-4587-bd11-0231263af512,8a192d04-1af4-4ea2-8682-dabb5921f728,239.27,Central Asia,UPI,False
c0af524a-760a-489e-8f00-c9c4713bbcd3,35fed206-291d-4963-ab6e-fd2b579162f7,283.34,Oceania,Mobile Wallet,False
f2509f09-293e-45ec-a3c2-e29002bf37fa,d4de24b3-13b8-4ba4-9099-5bbd723cb8ab,189.62,Southeast Asia,UPI,False
6e27ba62-ad7d-4ca7-9117-91d7c948216d,460f7d68-e4f6-4365-9220-5b2b916d1038,283.03,Oceania,Online Banking,False
aa91ecaf-b5d7-4ea7-9b5d-5ba5b007d1e1,f5a256f7-eb35-451e-8ea5-b0864a6be34e,53.61,North America,UPI,False
9152379e-1620-47a3-a4d2-afc7a861053f,6cb52e3c-6d38-4d9b-8cf4-778e9b7b1de9,423.76,Eastern Europe,Cash,False
1b1fd39f-cf26-4b11-82ae-346ff4c811c8,e4bb6f0c-21b2-4851-9aee-55474be00b8e,332.5,Scandinavia,Mobile Wallet,False
e19f83a6-034b-4fb2-b3fc-be5ee08dc3cb,af3895db-5b54-4b6b-9751-11101bdd2766,371.69,North America,Bank Transfer,False
63c2646e-4ecb-496d-9f8b-3466d3711999,0af4445e-4ceb-4a14-97b2-caa4661ae1a9,283.14,Southeast Asia,Credit Card,False
ad9fd4a5-27a9-4a49-bf73-bdedddce4398,e549d0f0-f79e-42d0-9e26-c5d364760074,139.2,Western Europe,Credit Card,False
d22d58c8-a8ac-4800-bd89-6135b74863bc,7d9a3c39-8204-4318-b728-4d85255bcdc2,227.58,Southeast Asia,Mobile Wallet,False
1157e5c6-a12c-43c7-86ba-7b9dfaf86006,1bb39233-28d5-4d94-a419-67e8bc0939f8,107.21,South America,Online Banking,False
3b1f1059-a27c-4587-bd11-0231263af512,ceecfb64-f259-421b-918c-0e2219eb02fc,225.44,Caribbean,Online Banking,False
12347dc6-625f-4134-95c8-f50d597fcf17,16d7ddfe-45a2-4246-a418-95492c3720eb,374.39,Baltic States,Mobile Wallet,False
7b2c0b6b-9e23-4306-918b-77a0f0f993e5,595e720c-3470-4270-9a48-8321f6a476e5,292.26,South Asia,Mobile Wallet,False
3e5552ae-810c-4c0d-8bd1-128bdc064054,fb824d0b-0cdf-4b9d-a077-e1fa2750e655,328.41,South America,UPI,False
54cba9b6-7241-4672-bf34-73621d46d910,c0dd374b-36b6-4237-be01-99d311098807,2195.92,Sub-Saharan Africa,UPI,False
4e9e9f02-7618-4e0c-9d41-03a864e61ee3,0da4233c-eeb9-4ea9-ac0f-04d7af8ca448,280.99,Southeast Asia,UPI,False
e00d3db5-1b29-4f01-a60e-3e83a4435c01,80915c7e-8ab7-4db7-ae33-1557f32f81bf,411.02,Eastern Europe,UPI,False
494bb49e-5d85-412b-b0b1-74e16e34ae9a,349f3be4-bd73-4b02-ab76-f76b3203a807,437.75,Scandinavia,Online Banking,False
16c7aa11-a2b2-44bf-b76f-e0975f386611,10f386b1-5116-42cb-ada2-1546361bb591,146.9,South America,Debit Card,False
81a2a0be-099b-43d2-8d46-10b41ae26aeb,f7b10d49-1827-4cfa-919b-4d480e7ffb4f,401.57,Antarctica,Mobile Wallet,False
6467d20d-5dbc-4c5d-b913-0e4066b348cb,768d3e5b-e4c0-40f7-9dae-d51ee86d1127,61.34,Central America,UPI,False
dcde8377-d90a-43cc-90b2-3aaa3777ff27,77d6828d-7e3a-4e78-9e2c-7d1a89e47b0a,75.0,South America,Online Banking,False
b084e70e-7c39-47af-ae69-4a22858fcf20,1bf14d26-125f-44d4-965c-97ca312066db,176.52,Antarctica,Online Banking,False
a8585744-6c8d-42f9-8aa0-76df85bc9ad9,b9058952-cc18-4de3-943a-e643fc956416,94.13,Scandinavia,Mobile Wallet,False
cfa2387d-4544-4293-b28c-c61144eaaf20,10677fe3-8f4a-490d-8156-531db3688e57,413.14,Oceania,Debit Card,False
37b53735-b2e5-4347-9690-ebc0d41e46c3,2fa90d3c-eb92-45b6-985b-0788195661e0,315.5,South America,Debit Card,False
6d692d80-c61e-42ca-82bb-7fed11572a5f,063de39c-e94d-4b1b-8e50-186e42f610ea,331.98,Baltic States,Online Banking,False
9ee453a5-6616-40c9-93a0-d4d676ece11b,21f131c9-df5f-4e20-81f0-87e5712d9f7a,449.28,East Asia,Credit Card,False
4517ecd0-d1c0-4bc5-afea-88f6d2979069,f2ca569f-9760-4987-b7b6-9600c01d1671,44.82,Oceania,Cash,False
725b1d12-3fe5-4b46-a924-0d5bc0c4eacc,b8cd8aa3-cf10-455a-befe-23deb0d26d42,305.29,Antarctica,Online Banking,False
e18824dc-c6ce-4b8b-baa5-5f42815c1bca,e1c3645f-9a4f-49a1-8aba-5a6716fcd7c5,72.58,Sub-Saharan Africa,Debit Card,False
83b1368c-4b21-4d15-9ea8-4dbb6fda90fb,5e9e7fbe-28f1-4e02-a7ec-701a8c22be36,253.45,Southeast Asia,Online Banking,False
aded0e7c-57e4-4ecc-9bad-eaaa51194132,2a8db842-37b3-4e09-a08f-af5280f793b0,358.71,Central Asia,Cryptocurrency,False
9f721022-3ea6-41bb-b892-a3dad89c8026,6399c1ea-0373-4f73-932f-f2d5619d46a0,8791.67,East Asia,Debit Card,True
5ad08ef5-4754-4011-b145-ebfb879b4cc1,545591b4-162b-4dd2-a143-790fc964d556,418.51,Western Europe,Debit Card,False
7bbea770-06c6-4231-a082-608d4a37ae55,1c7bb160-d9a6-4f67-aa27-f3361bd41628,51.33,Oceania,Mobile Wallet,False
23c8f818-01d2-43b3-97bf-f7e3f473d155,9014b499-96a9-451b-8d33-4afc570c9d29,385.8,Central America,Cryptocurrency,False
b01f61c1-aceb-4411-ae31-f678127deb84,3f4a2754-9bcf-4ee6-932e-a8ac756e300f,7751.31,East Asia,Cash,False
af2a47b6-20e8-4e8a-bc01-41b66a582c43,ba687fbb-1584-454b-b0ed-2d4550805ef0,354.95,East Asia,Online Banking,False
f4739ac8-3029-41b7-ac50-114f4653d8f6,1a21fc68-75a5-43e8-8cbf-3888a7a81a36,12.26,North America,Bank Transfer,False
fd22781c-56dd-4a97-9329-be0bcffbcab1,093e0eac-83eb-4047-a7a3-2335ff69c86d,456.29,Caribbean,Mobile Wallet,False
d90d08ac-fefb-4e83-8a11-cec28fddde5a,2f2ef5d3-bfd8-4d3f-974b-1f667c22f02f,275.11,Oceania,Credit Card,False
31a0220e-cb86-4430-952a-0d9e65c9e81b,9ef9122b-286f-4659-90b5-58b1fbb75bd0,253.63,Antarctica,UPI,False
1f7d58e3-d916-4b7d-b505-9ab210d2167b,6298e4a1-560e-47d4-a424-907f10f1af5a,291.03,Caribbean,Bank Transfer,False
2b83ba5a-6c4d-4fb9-a217-91175ce9d5c5,51e74f5a-ffde-4bf3-8186-1b20c5ec1952,461.41,Central Asia,Debit Card,False
44d920e5-4280-433f-95f6-7f0a54a487a1,f4db8e40-77e9-42ef-8a0e-464a848617f3,330.04,Scandinavia,Cryptocurrency,False
6393fb0d-6d09-49a1-b515-835b918232d1,e0549e96-c707-4fec-9fdd-33d141616aaf,151.5,Sub-Saharan Africa,Credit Card,False
12c0f623-ef69-48c9-ad90-33ff288cbdff,d873d2c6-12d9-4dd3-b697-eaf57ad94d9f,190.59,North America,Cash,False
f5cbd2f1-c849-4a9d-b450-725fe0b23978,8567eb6d-668f-4256-baf6-07907c83e962,166.08,Scandinavia,Bank Transfer,False
677ccdd6-360b-4c83-967d-56ea60130e6e,61b50981-b930-40b5-9f2a-64d570869a5c,381.32,Balkans,Cash,False
d7e85e5e-83ae-43a8-a0dd-fce00c28dc97,7e196080-7f10-46f2-b4d2-d58841504eaf,338.16,Scandinavia,Mobile Wallet,False
e18824dc-c6ce-4b8b-baa5-5f42815c1bca,4a27de0f-292b-4cd4-82e8-e0a26483d37d,149.71,Central America,Mobile Wallet,False
f2509f09-293e-45ec-a3c2-e29002bf37fa,b2ec80c9-ffc5-4a3c-906f-be999af9e756,39.39,Sub-Saharan Africa,Online Banking,False
df44a085-c6b9-4a47-b631-7dcd52b7f119,84053030-6362-4a14-b084-7c3bd9fb1914,456.7,Western Europe,Debit Card,False
8b1fd7dc-e0fd-418a-984d-a67ff948ca51,fcb253cc-b93f-43ca-9272-ecf8a0fcc0eb,429.11,Baltic States,Cryptocurrency,False
f97ea46a-3f7d-4212-8a7f-53ee4a036497,e8231f98-a03e-4ced-ae5d-435dbe2f6560,440.03,Scandinavia,Bank Transfer,False
b084e70e-7c39-47af-ae69-4a22858fcf20,f739e91e-44f7-4537-811d-b6dacbdbbeab,171.55,Sub-Saharan Africa,Cash,False
aff3e8f9-db5a-48cf-b1c6-c9f9e0732f1d,206a18d7-d769-48a0-a89e-d7d79f686c56,280.86,Southeast Asia,Cash,False
314dddc6-fac1-44b7-83dd-c92860d4da9d,78fbc568-15e9-452e-87d9-be026b98aa7c,9787.95,Central Asia,Cash,False
53dab3e6-24b0-40c1-b119-64acb421a79b,5815735c-c40d-4a4b-82b4-c6eb9f651bd0,5711.6,Middle East,UPI,False
2d099e99-0349-4f66-9da4-7e9f33cea924,8f0574b2-4606-4fdc-9296-5d1fb5b9512e,7772.13,Western Europe,Cryptocurrency,False
d7f29fcb-f5e8-4bef-9aa4-32c09e6ed773,7bcb651c-ccf4-4cb7-9761-dfedad687d23,455.01,South Asia,Online Banking,False
226eb25e-0d0f-4924-980b-164fdff1f8a3,ab2f0293-de03-45c8-9302-f1dbdb66a2c6,82.47,South Asia,Credit Card,False
8d943926-fe7c-4f62-b229-7587eccc1b53,98179cee-d273-4a89-80d8-845ad91b2ae9,246.97,Oceania,Cryptocurrency,False
0fa0a3ff-2817-478d-a5c9-a2f988ad6179,f20195fb-3e51-4a58-a26b-84574bb48d99,214.53,Middle East,Cash,False
7e082a23-eaf5-4dae-a4fb-bb2b0fb9217d,973773e7-f9ba-4c19-9369-4d673c6a48e2,249.29,East Asia,Credit Card,False
b9b8a39a-6f8c-4b28-8959-12151fbd74aa,8243769b-cd96-4ac5-bddb-40d71e78ae4b,496.75,Middle East,UPI,False
485ac8ba-85e2-491e-940d-c498a0eb70c6,10d25d20-4a68-4428-aab0-75a289896b8f,345.61,Western Europe,Online Banking,False
00be6804-d3f4-4f55-9ea2-aff5eeed8e74,4c1473a2-6aec-459e-bcd4-597a3ff1b0e3,343.42,Baltic States,UPI,False
e2d8995a-0187-439f-967e-cdf82dfb9f64,ab752ef8-8a21-4eb9-9513-c3a820e84210,255.37,South America,Credit Card,False
46355035-9b63-424c-8791-740c0e51d2ee,d99b17f1-ddb8-4b4a-8a13-7b18ec48ec8d,3487.83,Oceania,Cash,False
c76fdc5b-1aa3-442c-a476-b2af8e51e169,33bcde1a-537a-4ae7-a063-8c7e6782dad1,421.06,Antarctica,Cash,False
d2fbdaf2-9328-43dd-9377-bc923c2c9868,e22949bf-0fb7-43db-9dac-aa4202d5a18c,290.58,South Asia,Bank Transfer,False
c33d6853-5884-4faa-a15d-c9a71fa2d36e,c8d80075-aa89-4e9a-8307-4c1567eb4a25,461.31,Antarctica,Debit Card,False
d75f867f-9118-4ade-a311-da7fb7556142,d2aea380-7ea4-49eb-a786-431bb598caea,206.77,East Asia,Cryptocurrency,False
dcde8377-d90a-43cc-90b2-3aaa3777ff27,2f4922a8-f131-4e35-b2e1-2d6c9351c22b,224.81,Western Europe,Cash,False
28f3e7f7-e036-4786-af0a-e9bb290e2634,31502841-ce14-4d7b-8668-01487c23f160,316.67,Caribbean,Bank Transfer,False
b2b7719c-3bc6-422d-9ee8-56ef6d4ae98b,5b740d3e-4b59-4d1c-92ec-6c73b56a980b,207.09,Antarctica,Online Banking,False
e09a459a-cb82-4a28-a94a-9d94b7853a6d,e623cfd8-0fcb-4349-bdbc-1180119091db,130.17,Oceania,Cash,False
65a2719e-6294-47af-b389-28f187063b9b,6a48db26-1c5a-41f8-ab17-f9abaaee2a04,73.39,Western Europe,Cash,False
220eb7ba-00b8-400f-8ff3-5a681c7f043b,b22862f6-d9c2-42db-9ee2-81d207bdc237,85.68,Middle East,Online Banking,False
ff7c2f55-89b6-4aa8-ad99-9b6118b91620,9e780308-5ebf-47b6-80b2-85f6b1b8a114,37.1,Western Europe,Mobile Wallet,False
4791ce20-d851-406a-8999-ac5b6397efe7,a67db5d0-7ff2-496a-bcc0-b391e5cf8676,11.37,South America,UPI,False
a4ed7573-2fcb-48da-8b9c-861eab6d8bc8,ae82d2cd-4d6c-4224-87cd-3bf5f96fee33,681.08,East Asia,Credit Card,False
c96df099-4442-4985-95fe-bfb8b8aebfed,b0766dba-1368-4709-8efb-b7914d988e7c,167.35,North America,Mobile Wallet,False
d07710b5-8439-428f-9be2-f950a97ed453,18ebaec2-52f0-4a2a-8280-842f7cf2b77e,478.03,Balkans,Mobile Wallet,False
aded0e7c-57e4-4ecc-9bad-eaaa51194132,23e1ef9a-3797-4c9c-a2ce-4619837ab55d,441.41,South Asia,Credit Card,False
411def22-76a6-4ccb-8f69-99700df9e3dc,8571232b-3f83-4c3b-bddc-895ed92bea3d,225.24,Caribbean,Cash,False
2f6fc406-9737-4900-85a9-db905f7d061e,800518a1-bcaa-4bb8-a211-d3c96a11cc88,320.6,Caribbean,Bank Transfer,False
56788c64-3cc9-4aa9-9e1f-2d92fb4226e0,dfdf9518-3b22-4bb2-9fb9-865f2f5e8d92,413.94,North Africa,Bank Transfer,False
e1e1249b-631b-47df-b68d-f24709d95552,46bd8a62-0470-42ae-bc14-25c22085a74b,6429.5,Balkans,UPI,False
aded6e31-1372-42f4-94d7-64918119927b,2b786e3a-fb9b-47a6-b51b-000e595dfe36,255.59,Western Europe,UPI,False
bd062a8c-0cd2-4f78-b76d-a39286cd60eb,7b833e93-4d1f-4895-82d7-4a2464f06422,376.67,Sub-Saharan Africa,Bank Transfer,False
d78328fa-23ad-461a-9d0e-532f50a7e0d2,d70e47bd-c184-4d20-ba2f-b3348c083d94,229.07,North America,Cryptocurrency,False
537d2860-6d37-4f78-ae65-ed79ea1f0655,2f197aad-6795-4f66-b041-a044330f4b61,437.85,Eastern Europe,Cryptocurrency,False
6a043038-b0da-43d6-a2d8-79f193e8e668,352f8b7e-a876-4f11-abe8-f40504194f4a,4016.87,Eastern Europe,Online Banking,False
fbc83ffa-ff36-44ab-9035-acefebfcb81a,f2fdd884-b0cb-4700-aceb-bc3800a10368,400.89,Sub-Saharan Africa,Cash,False
f2fa78b2-e34b-4c87-a1b0-8b03ac34bfdd,3f0ce8e0-3c89-441b-8dc4-b20f04a210b1,331.98,Oceania,UPI,False
835dd5b3-e756-4644-b797-3ab0d9509c6d,5f81ea51-ced7-4a37-aa1a-a62183563568,473.86,Baltic States,Bank Transfer,False
df1a8b52-92bf-473c-9376-872b213ceaae,da98a581-928d-4792-bab0-566c2a8ffcba,185.09,Oceania,Bank Transfer,False
786c96b4-0250-4581-a0e1-aa7bfac191de,52f5ce4a-d05a-4c6c-868c-a8237c388e18,35.24,Central Asia,Mobile Wallet,False
aad1bbba-f628-4042-a226-52a9e15a5d6e,bcc2619f-4ca7-45d0-b779-e41c8af8faf1,61.87,Baltic States,Debit Card,False
54cba9b6-7241-4672-bf34-73621d46d910,46542435-d4bd-418b-92a5-7fdefb24037a,114.33,Central Asia,Cash,False
7f5fa482-c615-4cae-b532-d901a2d463ba,49f27a50-8123-4f8e-878a-7e6079823e14,176.95,North Africa,UPI,False
e7db788a-ae10-4f0f-965e-abd5da0e8798,a7d826bd-58e6-4dab-8c3f-c9d2cbf9cef4,255.45,Eastern Europe,UPI,False
51a69878-eb67-43a4-af75-6e1ed158e2b2,c2713771-5678-48dd-aa93-60d2cc9f80e6,326.47,Caribbean,Debit Card,False
0fc9a713-f3d7-4206-8869-aff15f3c5f97,07bfe071-fa13-4fcc-9e55-9701cdcf1291,2804.67,Oceania,Mobile Wallet,False
23c8f818-01d2-43b3-97bf-f7e3f473d155,be661853-786c-4058-9391-0b579bd75196,210.71,East Asia,UPI,False
a18a4418-1932-4a2d-951a-980d06a7c565,9b79fe3d-a100-4ee7-87c5-e39e79d1d53f,345.34,Caribbean,Cryptocurrency,False
26c84d6d-5932-45b2-8ba1-3102f480f73d,42761d13-4bed-4f25-99d6-5079229a7545,220.78,Eastern Europe,Debit Card,False
30492b4a-df3a-4b3e-a278-fea074216e8a,7b8fdf09-a3bb-486d-a267-2282028fbc82,486.21,Sub-Saharan Africa,Cash,False
1f18642e-7744-474a-a4cb-4dc73d65fe0f,22a78163-e81a-46e5-bbd5-9365fa10f4e8,148.41,Central Asia,Online Banking,False
31480d6e-bfb2-4d7f-a6f9-ffe1c7e5237d,477e944b-f7dc-49b9-bccd-c59b68fe72de,332.13,Western Europe,Cryptocurrency,False
992129cc-88f5-45a9-8a82-904759407970,b33ef1a8-bd97-40a1-aa04-4739ef533b46,171.46,Western Europe,Cash,False
b489ae71-a31a-4695-8b9b-fe2c9394b847,7ac5af08-ce1b-4931-9759-7342b3ab5312,8771.94,Southeast Asia,UPI,False
3f9d7ab3-4f6d-47fd-95d2-46f22cdfc820,c9d1c843-e13e-4860-99b9-c5267d1ceee7,488.7,Eastern Europe,Cryptocurrency,False
cfcd6c17-9a49-47f9-8ffc-1337717d9dbf,065b710f-3948-4d3a-853d-000c0c358589,190.38,North America,Cash,False
5b205089-0605-49dc-b24a-1fe7709204e5,b2fe6228-f0e5-4e23-8e88-a84008d060ae,493.17,Caribbean,UPI,False
276629d5-fe10-40cb-875e-f11951a34faa,8bfcc394-b363-4bf0-892d-160325705305,7906.47,Eastern Europe,Cash,False
12db14cd-9de8-4b9e-88a8-196993d20438,a1ba7d7e-5543-4921-a61a-2e84019a3aad,266.01,Western Europe,Online Banking,False
4c163ba0-08b3-41a6-9d0c-10cf47a27ab0,8e61ea4b-abd5-4828-8dd9-27e0e9df5c7e,457.93,Central America,Debit Card,False
dbc37da0-f9ab-4d5c-a85a-19f18a65b5ae,0ee41594-8690-4828-9fdf-bab2b37506a3,405.91,Antarctica,Bank Transfer,False
61b24463-eeac-4801-88e9-60b039d155d3,93b3c03f-8959-4d0d-a229-3d521aa23263,259.36,Baltic States,Mobile Wallet,False
928b7f42-182b-4410-bc79-4d5c2b4a0a50,c2838192-faf4-4a51-8fc4-20a65a3c1994,436.17,North Africa,Credit Card,False
5f475279-5f12-4ee9-a324-0c9da8464b17,88f728f5-8c46-4069-995d-dbc54dafc60b,117.37,Western Europe,Bank Transfer,False
ccf1d540-759f-4a73-9f17-d493140e96fd,4df39f05-805d-4c52-872d-03ead95355a4,307.67,Baltic States,Cryptocurrency,False
255b3afb-d423-435a-a57a-7d7d6029cda9,a51398df-b802-4dd4-b64f-8674997a8af3,344.63,Central Asia,UPI,False
ae726f8d-9339-4c75-802b-834518dfdfe6,1ddf870e-bd80-4292-8f57-5fe894904e10,495.67,Caribbean,Cryptocurrency,False
d0c6de1c-bcb0-4dda-a1a4-ad86c4049641,2ff13ee7-0d7f-4dd8-92ed-b263db1b865b,115.17,Baltic States,UPI,False
276629d5-fe10-40cb-875e-f11951a34faa,5db051a2-459b-4d43-995f-b17f898fff6f,293.85,East Asia,Online Banking,False
ae71fea5-fe5b-4398-a22e-4237cce53693,91e41d92-b98b-4b8a-9cd8-51b69137861d,363.8,Baltic States,Cryptocurrency,False
1b6687ab-43a7-4f57-bb20-33f2e9610d75,85d1eddb-af3a-467c-8b92-9bbf26b68cdf,237.27,Western Europe,Debit Card,False
ba304885-c6bc-45ca-81f9-3880e4cbe867,76956948-5d37-42da-a1bc-00dcca85641f,238.63,Baltic States,Cash,False
c7ab4169-6079-4802-a70d-482fbd9023de,dde1f134-bf65-4f08-b0ce-0ce4a6b099f0,314.95,Central Asia,Credit Card,False
63c2646e-4ecb-496d-9f8b-3466d3711999,c23a23fe-582e-4d19-a62b-29bf58adb905,229.09,Middle East,Cash,False
f3a22050-8b94-474d-aae8-005ad106312b,ca308704-8f27-4c6a-82a1-b97e80bf7615,359.92,Middle East,UPI,False
41d06945-1f51-4df8-bb1a-416c91b8045e,b254f3df-6346-4d9d-9cb7-7e4384ddb652,293.29,Western Europe,Debit Card,False
e02eb370-9336-45b9-9f5d-9d46b39d5d61,37eafa75-1da0-4679-8dee-3a8b733a9b4f,7881.5,Caribbean,Bank Transfer,True
e6c4f5ea-f300-40bc-a378-33d57f112b98,48e104b7-b67d-4ca0-9c13-117f03c5cbb3,9394.58,Western Europe,Debit Card,False
6ca7d7a5-3f70-43a5-9868-d6fdcdb2466a,2dced04d-197d-4c7f-98b6-4f927f1d2c93,173.32,Central America,Debit Card,False
341951e2-995b-43cb-b003-07078baa4548,22bf13b4-b4b5-4a6c-bc7a-cf8365c08254,161.36,Western Europe,Cash,False
56c63cf1-c37d-45aa-93bb-d1908ea72721,a5628dce-f7b4-4826-a1ae-803ac1090c46,474.6,Sub-Saharan Africa,Cash,False
13491b8d-bdb8-4657-848d-5d33a725808c,405730b8-61e7-47cb-a509-5b0ad178661f,49.61,Antarctica,Online Banking,False
b1737239-6f32-4318-b20c-bbe051b67d22,51309cf7-339d-4e80-ad32-e62d036dc05f,471.49,Baltic States,Cryptocurrency,False
09f1fcfd-4a9f-4d3a-9da2-47ad14cac5c1,e72cf4d7-24f4-4bc6-8cdc-bcb92b43f0a0,359.56,Middle East,Debit Card,False
4c80bd0a-208d-46a4-b0c7-05861c550f46,faba08ae-cf1c-4a67-89c2-5c4ce6a07b2f,303.41,East Asia,Bank Transfer,False
